OTU,ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1,ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1,ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1,ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1,Classification,TAXON:NCBI_TAX_ID
ASV_296:4131381066154abcfcb8412416a1f9dc6b19e9dc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Basidiomycota;Agaricomycetes;Agaricalesg;Schizophyllaceae;Schizophyllum;Schizophyllum,Schizophyllum:5333
ASV_297:42365cb6e0705f00daa903d08f4e9c04657b4ea9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Halymenialesg;Halymeniaceae;Yonagunia;Yonagunia,Yonagunia:241239
ASV_298:42b05fb683a0d32c16d970e75c6f1cb898772a2a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_299:44f1e587a6603b1669d78a1d7fa3277c8db5a6a8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidopterag;Lymantriidae;Orvasca;Orvasca,Orvasca:1706564
ASV_300:45dae5ac78b70af5a30ae96a622d86f9b3c7ab3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Eustigmatales;Eustigmatophyceae,Eustigmatophyceae:5747
ASV_301:460abf0b8ca5fb9fbcc64d7dc2f8b688be892a77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Polynoidae;Harmothoe;Harmothoe,Harmothoe:46594
ASV_302:46237834f24831a9371cee131c448b823697d138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_303:464c8ec467d1799a51dff186514411f07cd3fd9d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_304:466ec3996fc8fb2dda829934e679ef249c7cac5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoidag;Ectinosomatidae;Parabradya;Parabradya,Parabradya:2030968
ASV_305:4677fc7a6c5c40fa2a127270017d530559bffd24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_306:467a69f85968c462f1079fa1bf534fbe4917cd68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Mollusca;Bivalvia;Mytiloidag;Mytilidae;Mytilus;Mytilus,Mytilus:6548
ASV_307:475c3911a6bce89b8539acf1bc4e6f39bbda6f95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Sporochnales;Phaeophyceae,Phaeophyceae:2870
ASV_308:478e52644703a1c9c1b67258e6e174541592da66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Vertebrata;Vertebrata,Vertebrata:1261581\n7742
ASV_309:47a758fc44e72953ed4205a56a65bce6cebc7f82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladialesg;Blastocladiaceae;Blastocladiella;Blastocladiella,Blastocladiella:4807
ASV_310:4850dd2fd3a91e8a5c9f27e76c2866d580f1c574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Saccharomyces;Saccharomyces,Saccharomyces:4930
ASV_311:48d7fd3969ea39f0233efa01e34713916681c842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Polysiphonia;Polysiphonia,Polysiphonia:2804
ASV_312:4911912f6323b44dc67084cc22e7ca779157b5e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Annelida;Clitellata;Haplotaxidag;Hormogastridae;Hormogaster;Hormogaster,Hormogaster:169939
ASV_313:4aaed0b998f99252a285048cc8fd1bf2bceadb17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Skeletonemataceae;Skeletonema;Skeletonema,Skeletonema:2842
ASV_314:4ac645fd13617d52179ad919426a787f1312afe9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Gredgaria;Gredgaria,Gredgaria:2007212
ASV_315:4ad7e3c7ac239c2e3d2b4de42807af1655e0e4a9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Jakobidae;Jakoba;Jakoba,Jakoba:143016
ASV_316:4b4e619fc9dee0d4e66cd17b31871cb03c335f1b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Dasyaceae;Dipterocladia;Dipterocladia,Dipterocladia:672022
ASV_317:4b810088880570bd781c15883d6c2e3f1ba6b79d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Chordata;Actinopteri;Trachichthyiformesg;Diretmidae;Diretmoides;Diretmoides,Diretmoides:181430
ASV_318:4be76ccfdd9f9c1b9cf77ed34cf7df5218a5e1c1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Isopodag;Trachelipodidae;Orthometopon;Orthometopon,Orthometopon:462820
ASV_319:4ca2d0ebbe0a6282aa76e131898f29f19c91052f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_320:4cdefff8c24ff8dba83f44a8a1a13cc9d8ff4e84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Chordata;Amphibia;Caudatag;Salamandridae;Neurergus;Neurergus,Neurergus:213850
ASV_321:4d356e857125e390e2d334b6ccbfac4e27cc3a78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Apicomplexa;Aconoidasida;Haemosporidag;Plasmodiidae;Nycteria;Nycteria,Nycteria:1410042
ASV_322:4d5be06842854cad6e3ddba0dbc9bcf3f6b70567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Bonnemaisonialesg;Bonnemaisoniaceae;Bonnemaisonia;Bonnemaisonia,Bonnemaisonia:31368
ASV_323:4d8cdc0ee1efe71793397583423016ff4d34c2a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoidag;Harpacticidae;Harpacticus;Harpacticus,Harpacticus:512227
ASV_324:4e0221424323d75e1b2666ff2c56ebdfebe8a696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Eukaryota;Chordata;Actinopteri;Cypriniformesg;Cyprinidae;Sinocyclocheilus;Sinocyclocheilus,Sinocyclocheilus:75365
ASV_325:4eebe09c7723d3d376c32dfc6c53a5d2d75c9af8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gracilarialesg;Gracilariaceae;Melanthalia;Melanthalia,Melanthalia:31473
ASV_326:4f1ae9dbfad135b892662e071d26a35e3cc7d236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Pichiaceae;Pichia;Pichia,Pichia:4919
ASV_327:5127f5b5bf8693d852b4a0bdaaa8ea2410026802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_328:517e90f03a607c9ab6f3b045e3111b2980baed18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Jakobidae;Jakoba;Jakoba,Jakoba:143016
ASV_329:5362e51af3b215f402656e75a331d247a95751a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae,Phaeophyceae:2870
ASV_330:539680f33e5c512ec4c69e30bfc59a59d4df5c0f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Peronosporales;Oomycota,Oomycota:4762
ASV_331:54122505143f6bf164c25c885ec7893c62d3a574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Aplousobranchiag;Diazonidae;Rhopalaea;Rhopalaea,Rhopalaea:641103
ASV_332:547ce766686f5e17290f33634a3c8a269b7d972b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Pectinoidag;Anomiidae;Anomia;Anomia,Anomia:102290
ASV_333:549b2c507d38be687b3cfddf198483c499c59cb5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Annelida;Clitellata;Haplotaxidag;Naididae;Nais;Nais,Nais:74730\n85919
ASV_334:54c9d191bf1b8b2cb11de68ae2fa499443307039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Tsukubamonadida;Tsukubamonadida;Tsukubamonadidag;Tsukubamonadidae;Tsukubamonas;Tsukubamonas,Tsukubamonas:1084708
ASV_335:552f54bfd88777670fb034c8c4dd0047f331cd1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_336:554112d3fa55b96f8f24af04607b3e65fb48792f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoidag;Diaptomidae;Lovenula;Lovenula,Lovenula:2487505
ASV_337:5764377a3f2a5e8a2da455174981da4f687dc4c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Rhodymenialesg;Champiaceae;Coeloseira;Coeloseira,Coeloseira:1852974
ASV_338:57ae8c4e583f740d9d89080fbf57d12f0ce448e5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae,Phaeophyceae:2870
ASV_339:58340faa8959dc840b7c1dc042310bd99f7ef196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculalesg;Amphipleuraceae;Frustulia;Frustulia,Frustulia:431357
ASV_340:58814660147c5c9252f7cb40925480edfc0f0b21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Dipterag;Tachinidae;Palesisa;Palesisa,Palesisa:1918366
ASV_341:58bfe11b921b2d5161d250284c4af3f15e837f99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Gastrotricha;Chaetonotida;Chaetonotidag;Chaetonotidae;Lepidodermella;Lepidodermella,Lepidodermella:41322
ASV_342:58f268fa5edb35a55480e0a363722c78e2225d12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessiliag;Balanidae;Balanus;Balanus,Balanus:6677
ASV_343:5a072efaf815634872539a8597b22e3f23f091f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Discosea;Flabellinia;Dactylopodidag;Vexilliferidae;Vexillifera;Vexillifera,Vexillifera:218659
ASV_344:5a65512ba3da80e06fa0d5fd88a15e3725ae8e51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoidag;Acartiidae;Acartia;Acartia,Acartia:121148
ASV_345:5a8dd316ba5e6b8f363ea9aca7a555bfe3cfdd3c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Capsaspora;Filasterea,Filasterea:2687318
ASV_346:5abbc20b6018889ca6fc6819cc720b6b2b3ccf4c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleopterag;Curculionidae;Sphenophorus;Sphenophorus,Sphenophorus:122821
ASV_347:5e2ab356d3b50a2ae11b3ac869611ef1e9b0dd11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoidag;Spinocalanidae;Spinocalanus;Spinocalanus,Spinocalanus:201681
ASV_348:5f87706021fa0fbfe43ffd0d7b5a82367bb92723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Pennatulaceag;Protoptilidae;Protoptilum;Protoptilum,Protoptilum:86574
ASV_349:5f8da13a7b5069ce6b79242102497fe242367df3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Batrachospermalesg;Batrachospermaceae;Nothocladus;Nothocladus,Nothocladus:39573
ASV_350:60af1831bfea4d57271237c35888ee6d692554b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Mollusca;Bivalvia;Mytiloidag;Mytilidae;Septifer;Septifer,Septifer:29160
ASV_351:6117e0ab77df12e982a5063fd6ccea395edc7506,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Sphaeroplealesg;Hydrodictyaceae;Lacunastrum;Lacunastrum,Lacunastrum:1336488
ASV_352:62405b500385d89384f5e9de250b6af408f16eb9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Actiniariag;Edwardsiidae;Edwardsianthus;Edwardsianthus,Edwardsianthus:478397
ASV_353:62cdeb477e393577e8f8634dcde3ca0cc4ca6dbc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma,Vanderwaltozyma:374469
ASV_354:635cbcc3d12f715e52f9ef46b1d6aa87fba284d6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Ostreidag;Ostreidae;Dendostrea;Dendostrea,Dendostrea:74440
ASV_355:637f21f8c44c9d505b2c56be51f829d90346ee31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchiag;Cionidae;Ciona;Ciona,Ciona:7718
ASV_356:63a24aa225a60bb48d37d360c4509fc54c13a09b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Sphaeroplealesg;Rotundellaceae;Rotundella;Rotundella,Rotundella:1656252
ASV_357:641bac07ea87f1ca7c01499d93267e36f8e95c85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecatag;Obeliidae;Obelia;Obelia,Obelia:32569
ASV_358:6446bbc675216fa76d3a7574aee9092586b12684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae,Phaeophyceae:2870
ASV_359:64f400aaa62b263c0bc76971c72245a100d26d4c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Delesseriaceae;Caloglossa;Caloglossa,Caloglossa:31388
ASV_360:65886404439239138b1870ef49c9caee9b55f443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Phaffomycetaceae;Komagataella;Komagataella,Komagataella:460517
ASV_361:65897e709a3ed11997a45822465a1ee4c75ac797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecatag;Pandeidae;Amphinema;Amphinema,Amphinema:137744\n367918
ASV_362:65e4f092c7d001550fa9993164399602e4197f90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae,Phaeophyceae:2870
ASV_363:66bb1ea631cbb7fa6fce48d0001d4b7c478cfd3c,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Delesseriaceae;Membranoptera;Membranoptera,Membranoptera:158697
ASV_364:66d7d63720e5c5dcf2c14d441292bcdc06f79896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Saprolegniales;Oomycota,Oomycota:4762
ASV_365:670589fc219f83fa47ec2e29d9c566769a97f96a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Eukaryota;Arthropoda;Arachnida;Sarcoptiformesg;Proctophyllodidae;Rhamphocaulus;Rhamphocaulus,Rhamphocaulus:1111431
ASV_366:67525c18ec8435081aa7f3baaa7aee4bc9546c3c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Spyridiaceae;Spyridia;Spyridia,Spyridia:31384
ASV_367:690552a129294b9d84a179253a2fc7d0adac5f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Nakaseomyces;Nakaseomyces,Nakaseomyces:374468
ASV_368:6a0d11031da6d1e951017d0e1c45b50a0ed30c3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_369:6af5215266fbeae3f63564e6d0467065870e4547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Lucinoidag;Lucinidae;Lucinella;Lucinella,Lucinella:406539
ASV_370:6afe4ff1888d465717cf338d29467234e86a6d93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Metschnikowiaceae;Metschnikowia,Metschnikowia:2558240\n27320
ASV_371:6b2057e03851882021609613f67a3072c0a4cdee,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenopterag;Megachilidae;Megachile;Megachile,Megachile:132116
ASV_372:6c7d1a904f5165c5c238ff5ca00d87f787cdbbaa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Nematoda;Chromadorea;Chromadoridag;Chromadoridae;Neochromadora;Neochromadora,Neochromadora:319940
ASV_373:6d9b9e39043d8acebb40fd0fd182b403380d5a4c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneaeg;Theridiidae;Echinotheridion;Echinotheridion,Echinotheridion:398071
ASV_374:6ed50f4b8346a7fdf1654b89eaf537cf858ed001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Jenufag;Jenufa;Jenufa;Jenufa,Jenufa:1072081
ASV_375:6fb43fc99d50dbbee604c970b304743140294aef,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformesg;Sturnidae;Streptocitta;Streptocitta,Streptocitta:451436
ASV_376:700e15db9f0401f7e5e3cff7cf332252832eb78a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Echinodermata;Echinoidea;Spatangoidag;Brissidae;Brissus;Brissus,Brissus:32575
ASV_377:704b7d6d8ed103746f22b7b3cadc8ca7d732744c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Taphrinomycetes;Taphrinalesg;Taphrinaceae;Taphrina;Taphrina,Taphrina:5010
ASV_378:7101e8e9a5b96126013c74056044eb8c8b790dd8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_379:713a28ae36c81ca8a1a72a5c43f0abbfc6994063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Trombidiformesg;Halacaridae;Metarhombognathus;Metarhombognathus,Metarhombognathus:1712238
ASV_380:72f0e0594149fc27a627a58d0c1da9f0c5429b03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_381:741d5bcd308edba73834e37df929b6b78c5a9b29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellidag;Terebellidae;Neoamphitrite;Neoamphitrite,Neoamphitrite:868090
ASV_382:746207ef2a98f8a9aeb6ee38c1155575e7d0c790,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Lecanoromycetes;Phlyctidaceaeg;Phlyctidaceae;Phlyctis;Phlyctis,Phlyctis:318740
ASV_383:74a435d9477c96f58456f76e52698575888f7721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Cladosporialesg;Cladosporiaceae;Cladosporium;Cladosporium,Cladosporium:5498
ASV_384:74b608d2bd9bdabefe8f9fe38bf544ef19f7ad15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Taphrinomycetes;Taphrinalesg;Taphrinaceae;Taphrina;Taphrina,Taphrina:5010
ASV_385:77339b4ab7fd2634fa1760b6a508c9cbfa2616f9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecatag;Bougainvilliidae;Pachycordyle;Pachycordyle,Pachycordyle:367913
ASV_386:7736415e59e53b3750359cee4c1966f41a66fd53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Scleractiniag;Caryophylliidae;Solenosmilia;Solenosmilia,Solenosmilia:761946
ASV_387:77fef1ab43209d4fcbdfe753381bd89a9a59fab9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Porifera;Demospongiae;Dendroceratidag;Halisarcidae;Halisarca;Halisarca,Halisarca:253171
ASV_388:78bd62ee90f0cdbc1f82e86039024672b1c3d411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Basidiomycota;Tremellomycetes;Tremellalesg;Bulleribasidiaceae;Hannaella;Hannaella,Hannaella:663591
ASV_389:7bea68d169fc69c0dd06bcb531ecf0ca8d417a13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chordata;Lepidosauria;Squamatag;Colubridae;Stichophanes;Stichophanes,Stichophanes:2025603
ASV_390:7c5dcb3a03b2c70321bf228b717f527ec7f9ab46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiuridag;Ophiocomidae;Ophiomastix;Ophiomastix,Ophiomastix:1815337
ASV_391:7cbd63ab111823b2221790c8454d276e7eeb6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma,Vanderwaltozyma:374469
ASV_392:7cf94566b995a267447951dd214e68731bb994ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_393:7d162b33a9dbfd3f9945eac8905b949a64933c16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Siphonophoraeg;Apolemiidae;Apolemia;Apolemia,Apolemia:316169
ASV_394:7e1053b65bd7d42a10e52c8f7957b59027d9f38e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecatag;Campanulariidae;Campanularia;Campanularia,Campanularia:314506
