"","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1","ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1","ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1","Classification","TAXON.NCBI_TAX_ID"
"Otu347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))))))","Cryptomycota:1031332"
"Otu344",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,3,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;Hiatella (genus)","Hiatella:120430"
"Otu158",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu159",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae","Dinophyceae:2864"
"Otu152",0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Saprolegniales;Aphanomyces;Aphanomyces (species);Unknown Aphanomyces (species) strain 1","Aphanomyces:100860"
"Otu153",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida","Oligohymenophorea:6020"
"Otu150",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Unknown Malacostraca family 1","Malacostraca:6681"
"Otu151",0,0,0,0,0,11,6,0,0,0,0,1,0,0,0,0,2,0,2,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 2","Crustacea:6657"
"Otu156",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida","Ichthyosporea:127916"
"Otu157",0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales (order);X (Chlorellales (order));Picochlorum;Picochlorum (species);sp. (Picochlorum (species))","Picochlorum:249344"
"Otu154",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida (class);X (Perkinsida (class));Perkinsida (X (Perkinsida (class)));XX (Perkinsida (X (Perkinsida (class))));Perkinsus;Perkinsus (strain);qugwadi","Perkinsus:28000"
"Otu155",0,0,0,0,0,0,0,2,11,0,0,0,0,0,1,0,0,2,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae","Bacillariophyta:2836"
"Otu72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Unknown XX (Annelida (X (Annelida (class)))) species 1","Annelida:6340"
"Otu73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudinidae (family);X (Lecudinidae (family));Lecudinidae (X (Lecudinidae (family)));X (Lecudinidae (X (Lecudinidae (family))));sp. (X (Lecudinidae (X (Lecudinidae (family)))))","Lecudinidae:158377"
"Otu70",0,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Cyphoderiidae","Cyphoderiidae:178373"
"Otu71",18,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae;Sandonidae (family);X (Sandonidae (family));Sandonidae (X (Sandonidae (family)));X (Sandonidae (X (Sandonidae (family))));sp. (X (Sandonidae (X (Sandonidae (family)))))","Sandonidae:2586441"
"Otu76",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Unknown Paramenophia genus 2","Paramenophia:512235"
"Otu77",0,0,0,0,0,0,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;Sessilida (family);X (Sessilida (family));Sessilida (X (Sessilida (family)));X (Sessilida (X (Sessilida (family))));sp. (X (Sessilida (X (Sessilida (family)))))","Sessilida:1974272"
"Otu74",41,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu75",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Unknown Chromadorea order 1","Chromadorea:119089"
"Otu78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,30,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Autolytus;Autolytus (strain);langerhansi","Autolytus:199179"
"Otu79",0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Zonorhynchus;Unknown Zonorhynchus genus 1","Zonorhynchus:297399"
"Otu237",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Epithemia;Epithemia (species);turgida (Epithemia (species))","Epithemia:420972"
"Otu236",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida","Sessilida:1974272"
"Otu235",0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu234",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu233",0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Favosipora;Favosipora (strain);rosea","Favosipora:646313"
"Otu232",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Autolytus;Autolytus (strain);rubrolineatus","Autolytus:199179"
"Otu239",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea (class);X (Oligohymenophorea (class));Oligohymenophorea (X (Oligohymenophorea (class)));XX (Oligohymenophorea (X (Oligohymenophorea (class))));Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class)))));XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class))))));Oligohymenophorea (XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class)))))));XXX (Oligohymenophorea (XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class))))))));sp. (XXX (Oligohymenophorea (XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class)))))))))","Oligohymenophorea:6020"
"Otu238",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;Vaginicolidae (family);X (Vaginicolidae (family));Vaginicolidae (X (Vaginicolidae (family)));X (Vaginicolidae (X (Vaginicolidae (family))));sp. (X (Vaginicolidae (X (Vaginicolidae (family)))))","Vaginicolidae:168252"
"Otu168",0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate","Bacillariophyta:2836"
"Otu8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,5881,0,1,0,5,"Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;Thraustochytriaceae (family);LAB17;Thraustochytriaceae (LAB17);LAB17 (Thraustochytriaceae (LAB17));sp. (LAB17 (Thraustochytriaceae (LAB17)))","Thraustochytriaceae:33674"
"Otu9",2613,289,269,5,61,19,8,1,2,0,2,10,2,13,0,0,0,0,7,0,13,"Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Anthozoa","Anthozoa:6101"
"Otu6",10,3693,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 1","Crustacea:6657"
"Otu7",0,0,0,17,0,0,0,0,6,0,0,0,0,1,221,0,2331,2,1079,0,3471,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Megabalanus;Megabalanus (genus);Unknown Megabalanus (genus) species 1","Megabalanus:6679"
"Otu4",3972,128,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata (class);X (Echinodermata (class));Echinodermata (X (Echinodermata (class)));XX (Echinodermata (X (Echinodermata (class))));Echinodermata (XX (Echinodermata (X (Echinodermata (class)))));XXX (Echinodermata (XX (Echinodermata (X (Echinodermata (class))))));Echinodermata (XXX (Echinodermata (XX (Echinodermata (X (Echinodermata (class)))))));XXX (Echinodermata (XXX (Echinodermata (XX (Echinodermata (X (Echinodermata (class))))))));sp. (XXX (Echinodermata (XXX (Echinodermata (XX (Echinodermata (X (Echinodermata (class)))))))))","Echinodermata:7586"
"Otu5",0,6,11,0,1,6,6,8,3716,0,16,5,0,0,0,0,3,0,0,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata (class);X (Craniata (class));Teleostei","Teleostei:32443"
"Otu2",0,14,0,84,10,59,38,1,20,0,24,4,0,6,8,1,14389,0,6,1,2978,"Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea","Ascidiacea:7713"
"Otu3",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,11115,0,4342,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Ostreoida;Crassostrea;Crassostrea (genus);gigas (Crassostrea (genus))","Crassostrea:6564"
"Otu1",0,0,0,0,1,2,0,19068,1061,1,3,0,3,4,0,0,6,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 1","Crustacea:6657"
"Otu50",0,0,0,0,0,0,0,36,54,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae","Florideophyceae:2806"
"Otu51",0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadoridae;Punctodora;Punctodora (genus);Unknown Punctodora (genus) species 1","Punctodora:647164"
"Otu52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,4,0,11,"Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea","Ascidiacea:7713"
"Otu471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Oltmansiellopsidales;Oltmansiellopsidales (order);X (Oltmansiellopsidales (order));Unknown X (Oltmansiellopsidales (order)) genus 1","Oltmansiellopsidales:175240"
"Otu470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina","Pezizomycotina:147538"
"Otu473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria (order);X (Suctoria (order));Suctoria (X (Suctoria (order)));XX (Suctoria (X (Suctoria (order))));Suctoria (XX (Suctoria (X (Suctoria (order)))));XX (Suctoria (XX (Suctoria (X (Suctoria (order))))));sp. (XX (Suctoria (XX (Suctoria (X (Suctoria (order)))))))","Suctoria:39462"
"Otu472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;Marimonadida (order);X (Marimonadida (order));Marimonadida (X (Marimonadida (order)));XX (Marimonadida (X (Marimonadida (order))));Marimonadida (XX (Marimonadida (X (Marimonadida (order)))));XX (Marimonadida (XX (Marimonadida (X (Marimonadida (order))))));sp. (XX (Marimonadida (XX (Marimonadida (X (Marimonadida (order)))))))","Marimonadida:1736122"
"Otu475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Unknown Enoplea order 1","Enoplea:119088"
"Otu474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes (class);X (Labyrinthulomycetes (class));Labyrinthulomycetes (X (Labyrinthulomycetes (class)));X (Labyrinthulomycetes (X (Labyrinthulomycetes (class))));LAB1;Labyrinthulomycetes (LAB1);X (Labyrinthulomycetes (LAB1));LAB1 (X (Labyrinthulomycetes (LAB1)));Labyrinthulomycetes (LAB1 (X (Labyrinthulomycetes (LAB1))));X (Labyrinthulomycetes (LAB1 (X (Labyrinthulomycetes (LAB1)))));LAB1 (X (Labyrinthulomycetes (LAB1 (X (Labyrinthulomycetes (LAB1))))));sp. (LAB1 (X (Labyrinthulomycetes (LAB1 (X (Labyrinthulomycetes (LAB1)))))))","Labyrinthulomycetes:35131"
"Otu477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida","Eugregarinorida:35087"
"Otu476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1C;MAST-1C (order);X (MAST-1C (order));MAST-1C (X (MAST-1C (order)));XX (MAST-1C (X (MAST-1C (order))));MAST-1C (XX (MAST-1C (X (MAST-1C (order)))));XX (MAST-1C (XX (MAST-1C (X (MAST-1C (order))))));sp. (XX (MAST-1C (XX (MAST-1C (X (MAST-1C (order)))))))","Stramenopiles:33634"
"Otu479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Hydroides;Hydroides (strain);trivesiculosus","Hydroides:216497"
"Otu478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Rhizopogon;Rhizopogon (genus);Unknown Rhizopogon (genus) species 1","Rhizopogon:5375"
"Otu382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi","Fungi:4751"
"Otu57",0,0,0,0,0,0,0,24,48,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Scyphozoa;Aurelia;Aurelia (species)","Aurelia:6144"
"Otu208",0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Ganymedidae;Heliospora1;Heliospora1 (genus);Unknown Heliospora1 (genus) species 1","Ganymedidae:715295"
"Otu209",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,3,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu206",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae (class);X (Dinophyceae (class));Dinophyceae (X (Dinophyceae (class)));XX (Dinophyceae (X (Dinophyceae (class))));Dinophyceae (XX (Dinophyceae (X (Dinophyceae (class)))));XXX;Dinophyceae (XXX);XXX (Dinophyceae (XXX));sp. (XXX (Dinophyceae (XXX)))","Dinophyceae:2864"
"Otu207",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellomycetes (family);X (Tremellomycetes (family));Tremellomycetes (X (Tremellomycetes (family)));X (Tremellomycetes (X (Tremellomycetes (family))));sp. (X (Tremellomycetes (X (Tremellomycetes (family)))))","Tremellomycetes:155616"
"Otu204",6,0,0,4,0,9,3,0,15,0,1,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota","Eukaryota:2759"
"Otu205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Unknown Polar-centric-Mediophyceae genus 1","Bacillariophyta:2836"
"Otu202",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu203",0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea","Oligohymenophorea:6020"
"Otu200",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;Vaginicolidae (family);X (Vaginicolidae (family));Vaginicolidae (X (Vaginicolidae (family)));X (Vaginicolidae (X (Vaginicolidae (family))));sp. (X (Vaginicolidae (X (Vaginicolidae (family)))))","Vaginicolidae:168252"
"Otu373",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate","Bacillariophyta:2836"
"Otu371",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes (class);X (Labyrinthulomycetes (class));Labyrinthulomycetes (X (Labyrinthulomycetes (class)));X (Labyrinthulomycetes (X (Labyrinthulomycetes (class))));LAB1;Labyrinthulomycetes (LAB1);X (Labyrinthulomycetes (LAB1));LAB8;Labyrinthulomycetes (LAB8);X (Labyrinthulomycetes (LAB8));LAB8 (X (Labyrinthulomycetes (LAB8)));sp. (LAB8 (X (Labyrinthulomycetes (LAB8))))","Labyrinthulomycetes:35131"
"Otu376",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa (phylum);X (Centroheliozoa (phylum));Pterocystida;Pterocystida (family);X (Pterocystida (family));Pterocystida (X (Pterocystida (family)));XX (Pterocystida (X (Pterocystida (family))));Pterocystida (XX (Pterocystida (X (Pterocystida (family)))));XX (Pterocystida (XX (Pterocystida (X (Pterocystida (family))))));sp. (XX (Pterocystida (XX (Pterocystida (X (Pterocystida (family)))))))","Pterocystida:2607628"
"Otu377",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Embryophyceae (X (Embryophyceae (class)));XX (Embryophyceae (X (Embryophyceae (class))))","Streptophyta:35493"
"Otu374",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota","Eukaryota:2759"
"Otu375",0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Pseudanthessius;Pseudanthessius (genus);Unknown Pseudanthessius (genus) species 1","Pseudanthessius:298443"
"Otu273",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha (class);X (Gastrotricha (class));Gastrotricha (X (Gastrotricha (class)));XX (Gastrotricha (X (Gastrotricha (class))))","Gastrotricha:33313"
"Otu272",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Zoopagomycota;Zoopagomycotina;Zoopagomycotina (order);Unknown Zoopagomycotina (order) family 1","Zoopagomycotina:451827"
"Otu378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi","Fungi:4751"
"Otu270",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Unknown Rhabdocoela family 3","Rhabdocoela:27901"
"Otu276",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));XX (Chrysophyceae (X (Chrysophyceae (class))));Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class)))));XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class))))));Chrysophyceae (XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class)))))));XXX (Chrysophyceae (XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class))))))));sp. (XXX (Chrysophyceae (XXX (Chrysophyceae (XX (Chrysophyceae (X (Chrysophyceae (class)))))))))","Chrysophyceae:2825"
"Otu275",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Skeletonema;Skeletonema (species)","Skeletonema:2842"
"Otu105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,1,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Zoothamniidae;Zoothamnium;Zoothamnium (genus)","Zoothamnium:168256"
"Otu104",0,0,0,0,0,0,0,18,6,0,0,0,0,0,2,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia","Hypotrichia:5934"
